TransaccionID,Fecha,ProductoID,TiendaID,UnidadesVendidas,PrecioUnitarioAplicado,DescuentoPorcentaje,PrecioTotal
TRX-009621,2023-08-10,P-0159,T-018,6,429.43,0,2576.58
TRX-009622,2024-04-06,P-0177,T-014,8,254.46,0,2035.68
TRX-009623,2024-08-16,P-0190,T-003,3,538.15,0,1614.45
TRX-009624,2024-04-03,P-0112,T-048,10,434.74,0,4347.40
TRX-009625,2023-09-10,P-0184,T-044,14,663.06,0,9282.84
TRX-009626,2023-09-23,P-0168,T-001,13,714.02,6,8725.32
TRX-009627,2024-10-25,P-0170,T-022,14,363.08,0,5083.12
TRX-009628,2024-01-25,P-0053,T-023,14,373.39,0,5227.46
TRX-009629,2024-05-07,P-0046,T-023,12,449.12,0,5389.44
TRX-009630,2023-03-11,P-0134,T-045,9,103.31,5,883.30
TRX-009631,2024-07-01,P-0197,T-033,8,750.96,0,6007.68
TRX-009632,2023-01-16,P-0073,T-048,15,279.88,0,4198.20
TRX-009633,2023-01-08,P-0018,T-050,8,518.24,0,4145.92
TRX-009634,2023-03-02,P-0111,T-045,5,138.19,0,690.95
TRX-009635,,P-0016,T-042,15,362.85,,5442.75
TRX-009636,2023-11-15,P-0057,T-011,15,696.75,16,8779.05
TRX-009637,2024-11-04,P-0105,T-017,14,800.31,0,11204.34
TRX-009638,2024-03-29,P-0170,T-029,15,363.08,28,3921.26
TRX-009639,2024-03-09,P-0158,T-045,11,841.94,0,9261.34
TRX-009640,2023-11-02,P-0119,T-010,3,431.18,13,1125.38
TRX-009641,2024-04-25,P-0022,T-036,5,121.94,0,609.70
TRX-009642,2023-03-04,P-0172,T-013,15,578.97,0,8684.55
TRX-009643,2023-11-25,P-0132,T-037,8,520.27,0,4162.16
TRX-009644,2023-03-05,P-0068,T-016,5,303.34,0,1516.70
TRX-009645,2024-05-04,P-0135,T-033,3,56.77,0,170.31
TRX-009646,2023-07-01,P-0142,T-035,10,518.66,5,4927.27
TRX-009647,2024-09-03,P-0080,T-003,7,436.63,0,3056.41
TRX-009648,2023-04-02,P-0190,T-049,11,538.15,0,5919.65
TRX-009649,2024-10-24,P-0022,T-042,10,121.94,0,1219.40
TRX-009650,2024-11-11,P-0109,T-009,6,501.08,0,3006.48
TRX-009651,2024-02-27,P-0055,T-023,9,260.72,0,2346.48
TRX-009652,2024-05-04,P-0042,T-034,15,361.75,0,5426.25
TRX-009653,2024-12-01,P-0028,T-020,13,247.29,0,3214.77
TRX-009654,2024-09-12,P-0017,T-003,11,362.07,0,3982.77
TRX-009655,2023-09-03,P-0082,T-029,12,82.17,0,986.04
TRX-009656,2024-04-16,P-0148,T-023,2,314.89,0,629.78
TRX-009657,2023-10-29,P-0191,T-003,15,187.53,0,2812.95
TRX-009658,2023-10-27,P-0078,T-007,10,110.72,0,1107.20
TRX-009659,2023-02-24,P-0036,T-007,8,611.92,12,4307.92
TRX-009660,2024-11-03,P-0153,T-001,10,234.58,7,2181.59
TRX-009661,2023-09-18,P-0068,T-028,11,303.34,0,3336.74
TRX-009662,2023-08-28,P-0001,T-021,2,391.99,0,783.98
TRX-009663,2023-08-20,P-0052,T-019,4,340.93,13,1186.44
TRX-009664,2024-05-20,P-0111,T-035,14,138.19,30,1354.26
TRX-009665,2024-11-14,P-0142,T-027,3,518.66,21,1229.22
TRX-009666,2023-10-22,P-0018,T-023,15,518.24,0,7773.60
TRX-009667,2024-09-19,P-0068,T-043,6,303.34,0,1820.04
TRX-009668,2023-09-07,P-0168,T-027,12,714.02,0,8568.24
TRX-009669,2024-12-26,P-0170,T-031,8,363.08,0,2904.64
TRX-009670,2023-12-10,P-0033,T-038,7,707.22,7,4604.00
TRX-009671,2024-09-18,P-0036,T-022,12,611.92,6,6902.46
TRX-009672,2023-10-18,P-0142,T-017,15,518.66,0,7779.90
TRX-009673,2024-02-17,P-0096,T-022,7,369.7,0,2587.90
TRX-009674,2023-01-18,P-0127,T-036,2,241.26,0,482.52
TRX-009675,2023-05-22,P-0052,T-031,5,340.93,0,1704.65
TRX-009676,2023-03-03,P-0175,T-003,4,52.76,24,160.39
TRX-009677,2024-06-04,P-0024,T-026,2,711.7,0,1423.40
TRX-009678,2023-05-10,P-0127,T-001,5,241.26,0,1206.30
TRX-009679,2024-02-08,P-0147,T-045,15,495.21,0,7428.15
TRX-009680,2024-04-25,P-0169,T-041,8,670.97,0,5367.76
TRX-009681,2024-07-11,P-0123,T-041,15,423.72,0,6355.80
TRX-009682,2024-02-12,P-0130,T-019,13,139.47,0,1813.11
TRX-009683,2023-12-07,P-0066,T-021,6,456.2,14,2353.99
TRX-009684,2023-04-05,P-0120,T-018,5,93.03,0,465.15
TRX-009685,2023-06-16,P-0010,T-011,8,413.64,0,3309.12
TRX-009686,2024-02-08,P-0037,T-033,9,334.47,0,3010.23
TRX-009687,2023-07-02,P-0079,T-006,4,598.84,0,2395.36
TRX-009688,2023-08-13,P-0068,T-001,10,303.34,0,3033.40
TRX-009689,2023-02-09,P-0148,T-039,1,314.89,0,314.89
TRX-009690,2023-07-03,P-0058,T-026,7,168.62,0,1180.34
TRX-009691,2024-04-29,P-0069,T-049,8,515.46,0,4123.68
TRX-009692,2023-10-26,P-0038,T-047,10,390.53,0,3905.30
TRX-009693,2023-04-09,P-0040,T-031,6,105.36,0,632.16
TRX-009694,2024-12-17,P-0161,T-003,9,564.7,0,5082.30
TRX-009695,2024-05-02,P-0119,T-050,7,431.18,15,2565.52
TRX-009696,2024-04-08,P-0033,T-025,13,707.22,17,7630.90
TRX-009697,2024-07-01,P-0048,T-041,15,473.4,0,7101.00
TRX-009698,2023-02-17,P-0173,T-035,7,463.76,0,3246.32
TRX-009699,2023-12-27,P-0002,T-036,1,300.52,0,300.52
TRX-009700,2023-10-04,P-0160,T-019,2,192.15,0,384.30
TRX-009701,2023-07-27,P-0148,T-016,10,314.89,10,2834.01
TRX-009702,2023-06-07,P-0165,T-025,7,117.74,0,824.18
TRX-009703,2024-11-05,P-0051,T-041,2,533.16,26,789.08
TRX-009704,2023-12-31,P-0157,T-037,9,349.73,0,3147.57
TRX-009705,2023-06-24,P-0113,T-040,7,191.14,8,1230.94
TRX-009706,2024-11-26,P-0149,T-003,6,444.25,27,1945.82
TRX-009707,2023-10-26,P-0057,T-004,2,696.75,0,1393.50
TRX-009708,2023-08-08,P-0013,T-024,11,227.61,18,2053.04
TRX-009709,2024-01-13,P-0027,T-044,6,263.13,0,1578.78
TRX-009710,2024-05-02,P-0064,T-038,1,378.64,0,378.64
TRX-009711,2024-11-21,P-0168,T-045,9,714.02,30,4498.33
TRX-009712,2023-11-23,P-0105,T-033,12,800.31,30,6722.60
TRX-009713,2023-04-03,P-0175,T-029,1,52.76,0,52.76
TRX-009714,2023-09-24,P-0015,T-015,4,839.97,0,3359.88
TRX-009715,2024-05-25,P-0178,T-010,12,220.82,0,2649.84
TRX-009716,2024-07-26,P-0194,T-010,12,249.36,0,2992.32
TRX-009717,2024-12-28,P-0172,T-027,14,578.97,0,8105.58
TRX-009718,2024-05-23,P-0023,T-015,6,345.99,0,2075.94
TRX-009719,2024-11-29,P-0093,T-020,15,765.58,0,11483.70
TRX-009720,2024-09-09,P-0020,T-012,2,525.72,15,893.72
TRX-009721,2024-09-17,P-0196,T-003,4,71.37,0,285.48
TRX-009722,2023-07-03,P-0159,T-018,4,429.43,0,1717.72
TRX-009723,2024-12-06,P-0058,T-024,6,168.62,0,1011.72
TRX-009724,2024-06-23,P-0011,T-019,6,230.29,0,1381.74
TRX-009725,2024-01-19,P-0072,T-050,9,173.17,6,1465.02
TRX-009726,2024-03-15,P-0036,T-037,6,611.92,0,3671.52
TRX-009727,2024-08-26,P-0183,T-007,15,381.33,0,5719.95
TRX-009728,2024-10-03,P-0034,T-034,9,846.99,22,5945.87
TRX-009729,2024-10-23,P-0078,T-033,4,110.72,0,442.88
TRX-009730,2024-05-22,P-0088,T-001,4,298.09,0,1192.36
TRX-009731,2024-02-19,P-0178,T-012,14,220.82,0,3091.48
TRX-009732,2023-03-18,P-0160,T-004,12,192.15,0,2305.80
TRX-009733,2023-05-14,P-0079,T-039,1,598.84,0,598.84
TRX-009734,2023-05-10,P-0082,T-011,6,82.17,0,493.02
TRX-009735,2023-10-11,P-0077,T-001,13,740.59,0,9627.67
TRX-009736,2024-02-12,P-0150,T-013,1,795.09,0,795.09
TRX-009737,2024-02-14,P-0153,T-035,3,234.58,0,703.74
TRX-009738,2024-02-16,P-0131,T-044,3,444.99,0,1334.97
TRX-009739,2023-09-20,P-0132,T-046,14,520.27,0,7283.78
TRX-009740,2024-11-21,P-0057,T-046,11,696.75,0,7664.25
TRX-009741,2024-07-02,P-0049,T-022,11,622.79,11,6097.11
TRX-009742,2024-06-07,P-0119,T-048,9,431.18,22,3026.88
TRX-009743,2024-05-28,P-0080,T-036,13,436.63,0,5676.19
TRX-009744,2023-01-29,P-0009,T-036,8,54.26,9,395.01
TRX-009745,2024-01-31,P-0114,T-050,1,109.83,8,101.04
TRX-009746,2024-04-24,P-0088,T-043,10,298.09,23,2295.29
TRX-009747,2024-05-19,P-0131,T-006,12,444.99,0,5339.88
TRX-009748,2023-04-11,P-0126,T-008,9,349.7,0,3147.30
TRX-009749,2023-04-05,P-0151,T-042,6,71.31,0,427.86
TRX-009750,2023-04-10,P-0034,T-001,3,846.99,0,2540.97
TRX-009751,2024-12-21,P-0175,T-045,15,52.76,0,791.40
TRX-009752,2024-03-22,P-0120,T-045,15,93.03,0,1395.45
TRX-009753,2023-11-11,P-0146,T-022,4,395.97,0,1583.88
TRX-009754,2024-05-26,P-0015,T-040,1,839.97,29,596.38
TRX-009755,2023-05-18,P-0045,T-019,12,585.29,29,4986.67
TRX-009756,2024-05-07,P-0116,T-047,3,843.61,0,2530.83
TRX-009757,2023-08-17,P-0118,T-035,11,456.92,0,5026.12
TRX-009758,2024-11-26,P-0078,T-019,4,110.72,19,358.73
TRX-009759,2023-01-19,P-0186,T-031,2,313.41,18,513.99
TRX-009760,2023-03-14,P-0017,T-044,6,362.07,20,1737.94
TRX-009761,2023-10-21,P-0023,T-016,6,345.99,0,2075.94
TRX-009762,2023-06-14,P-0027,T-034,4,263.13,0,1052.52
TRX-009763,2023-03-21,P-0128,T-024,10,642.57,0,6425.70
TRX-009764,2023-10-15,P-0125,T-005,10,362.52,0,3625.20
TRX-009765,2024-02-11,P-0072,T-034,13,173.17,0,2251.21
TRX-009766,,P-0072,T-043,11,173.17,,1904.87
TRX-009767,2023-07-02,P-0023,T-002,12,345.99,0,4151.88
TRX-009768,2024-04-02,P-0013,T-003,1,227.61,29,161.60
TRX-009769,2024-08-19,P-0166,T-046,14,543.7,0,7611.80
TRX-009770,2024-10-07,P-0063,T-006,8,134.79,6,1013.62
TRX-009771,2023-01-08,P-0018,T-040,9,518.24,0,4664.16
TRX-009772,2024-10-27,P-0080,T-008,6,436.63,0,2619.78
TRX-009773,2024-01-29,P-0077,T-013,11,740.59,26,6028.40
TRX-009774,2023-12-02,P-0200,T-024,12,746.15,0,8953.80
TRX-009775,2023-04-03,P-0016,T-028,4,362.85,0,1451.40
TRX-009776,2024-09-23,P-0195,T-027,13,419.81,0,5457.53
TRX-009777,2023-10-23,P-0034,T-027,13,846.99,0,11010.87
TRX-009778,2024-06-16,P-0070,T-022,6,520.91,0,3125.46
TRX-009779,2024-10-09,P-0124,T-017,10,300.81,11,2677.21
TRX-009780,2023-06-11,P-0197,T-035,12,750.96,0,9011.52
TRX-009781,2023-07-06,P-0073,T-028,14,279.88,0,3918.32
TRX-009782,2023-09-23,P-0045,T-035,7,585.29,0,4097.03
TRX-009783,2024-06-21,P-0137,T-006,14,510.97,0,7153.58
TRX-009784,2023-07-29,P-0001,T-032,12,391.99,0,4703.88
TRX-009785,2023-02-15,P-0002,T-012,8,300.52,0,2404.16
TRX-009786,2023-10-01,P-0164,T-027,10,255.54,0,2555.40
TRX-009787,2024-11-04,P-0059,T-030,4,791.54,0,3166.16
TRX-009788,2023-04-25,P-0165,T-007,14,117.74,15,1401.11
TRX-009789,2023-06-17,P-0111,T-036,12,138.19,27,1210.54
TRX-009790,2024-09-18,P-0072,T-025,13,173.17,0,2251.21
TRX-009791,2023-07-16,P-0158,T-030,4,841.94,0,3367.76
TRX-009792,2024-08-08,P-0187,T-005,13,389.42,0,5062.46
TRX-009793,2024-12-26,P-0079,T-001,1,598.84,0,598.84
TRX-009794,2023-11-25,P-0118,T-042,8,456.92,0,3655.36
TRX-009795,2024-04-27,P-0193,T-017,1,299.11,0,299.11
TRX-009796,2024-04-24,P-0077,T-005,7,740.59,0,5184.13
TRX-009797,2024-12-06,P-0163,T-023,8,401.08,0,3208.64
TRX-009798,2023-08-31,P-0145,T-034,7,548.09,0,3836.63
TRX-009799,2024-07-30,P-0143,T-011,1,601.55,0,601.55
TRX-009800,2024-05-31,P-0194,T-004,6,249.36,26,1107.16
TRX-009801,2024-07-05,P-0101,T-018,7,284.4,0,1990.80
TRX-009802,2023-03-16,P-0146,T-001,4,395.97,0,1583.88
TRX-009803,2024-06-23,P-0027,T-030,13,263.13,0,3420.69
TRX-009804,2023-11-24,P-0070,T-003,14,520.91,7,6782.25
TRX-009805,2023-04-11,P-0022,T-050,3,121.94,0,365.82
TRX-009806,2024-01-01,P-0058,T-027,10,168.62,0,1686.20
TRX-009807,2024-06-20,P-0036,T-040,9,611.92,0,5507.28
TRX-009808,2024-06-15,P-0161,T-030,13,564.7,0,7341.10
TRX-009809,2023-08-08,P-0165,T-022,13,117.74,0,1530.62
TRX-009810,2023-12-03,P-0122,T-029,11,784.1,0,8625.10
TRX-009811,2023-12-09,P-0047,T-033,12,288.84,11,3084.81
TRX-009812,2023-11-25,P-0072,T-009,6,173.17,13,903.95
TRX-009813,2024-08-01,P-0058,T-015,6,168.62,0,1011.72
TRX-009814,2023-01-25,P-0055,T-040,9,260.72,0,2346.48
TRX-009815,2023-01-30,P-0045,T-044,11,585.29,13,5601.23
TRX-009816,2024-05-18,P-0094,T-026,12,582.95,0,6995.40
TRX-009817,2024-03-02,P-0023,T-044,7,345.99,0,2421.93
TRX-009818,2024-04-02,P-0085,T-004,12,574.36,0,6892.32
TRX-009819,2024-08-01,P-0181,T-046,7,448.57,0,3139.99
TRX-009820,2023-03-02,P-0074,T-031,12,318.26,0,3819.12
TRX-009821,2024-07-06,P-0084,T-022,11,214.01,0,2354.11
TRX-009822,2024-03-28,P-0155,T-009,14,452.98,0,6341.72
TRX-009823,2023-06-28,P-0008,T-011,6,173.65,10,937.71
TRX-009824,2024-10-10,P-0137,T-023,12,510.97,24,4660.05
TRX-009825,2024-05-25,P-0012,T-039,5,750.9,0,3754.50
TRX-009826,2023-04-01,P-0140,T-002,4,227.19,16,763.36
TRX-009827,2023-09-27,P-0011,T-037,9,230.29,0,2072.61
TRX-009828,2024-08-30,P-0006,T-017,10,843.07,0,8430.70
TRX-009829,2024-02-19,P-0188,T-033,9,628.65,20,4526.28
TRX-009830,2024-11-10,P-0052,T-014,8,340.93,0,2727.44
TRX-009831,2024-11-09,P-0042,T-022,5,361.75,5,1718.31
TRX-009832,2023-08-16,P-0123,T-028,7,423.72,0,2966.04
TRX-009833,2023-07-15,P-0069,T-021,8,515.46,0,4123.68
TRX-009834,2023-07-21,P-0066,T-035,3,456.2,0,1368.60
TRX-009835,2024-05-29,P-0065,T-032,14,529.46,0,7412.44
TRX-009836,2024-02-06,P-0129,T-045,14,522.69,0,7317.66
TRX-009837,2023-08-14,P-0154,T-023,7,316.24,0,2213.68
TRX-009838,2024-01-21,P-0113,T-047,13,191.14,0,2484.82
TRX-009839,2024-07-26,P-0094,T-012,7,582.95,0,4080.65
TRX-009840,2023-05-06,P-0127,T-002,1,241.26,13,209.90
TRX-009841,2023-07-23,P-0135,T-043,10,56.77,25,425.78
TRX-009842,2024-01-10,P-0091,T-041,11,644.97,0,7094.67
TRX-009843,2023-07-03,P-0194,T-019,9,249.36,0,2244.24
TRX-009844,2024-07-24,P-0051,T-023,13,533.16,0,6931.08
TRX-009845,2023-04-13,P-0182,T-010,12,417.62,9,4560.41
TRX-009846,2024-06-08,P-0183,T-009,8,381.33,0,3050.64
TRX-009847,2024-11-27,P-0162,T-028,6,270.66,28,1169.25
TRX-009848,2024-11-08,P-0136,T-012,3,362.08,0,1086.24
TRX-009849,2024-09-07,P-0109,T-009,7,501.08,0,3507.56
TRX-009850,2024-01-14,P-0074,T-012,13,318.26,0,4137.38
TRX-009851,2023-03-14,P-0168,T-029,9,714.02,0,6426.18
TRX-009852,2023-07-07,P-0102,T-020,12,577.31,0,6927.72
TRX-009853,2023-07-10,P-0069,T-036,4,515.46,0,2061.84
TRX-009854,2023-10-05,P-0128,T-004,8,642.57,0,5140.56
TRX-009855,2023-11-12,P-0078,T-035,1,110.72,26,81.93
TRX-009856,2023-06-17,P-0034,T-016,4,846.99,0,3387.96
TRX-009857,2023-01-21,P-0004,T-048,10,651.39,0,6513.90
TRX-009858,2023-01-02,P-0161,T-047,11,564.7,0,6211.70
TRX-009859,2024-01-29,P-0005,T-015,11,750.5,0,8255.50
TRX-009860,2023-10-31,P-0044,T-006,10,175.16,0,1751.60
TRX-009861,2024-06-28,P-0179,T-044,10,77.95,0,779.50
TRX-009862,2024-05-18,P-0137,T-005,5,510.97,0,2554.85
TRX-009863,2024-09-06,P-0131,T-018,8,444.99,0,3559.92
TRX-009864,2024-07-06,P-0049,T-015,8,622.79,0,4982.32
TRX-009865,2023-06-02,P-0083,T-005,12,604.06,17,6016.44
TRX-009866,2023-02-16,P-0128,T-038,7,642.57,0,4497.99
TRX-009867,2023-06-21,P-0047,T-023,9,288.84,0,2599.56
TRX-009868,2024-05-06,P-0062,T-012,6,317.28,23,1465.83
TRX-009869,2024-10-21,P-0014,T-036,3,279.19,0,837.57
TRX-009870,2023-03-14,P-0004,T-022,15,651.39,0,9770.85
TRX-009871,2023-06-08,P-0127,T-017,2,241.26,0,482.52
TRX-009872,2024-07-30,P-0128,T-001,13,642.57,19,6766.26
TRX-009873,2024-01-07,P-0100,T-005,12,253.63,0,3043.56
TRX-009874,2024-07-02,P-0083,T-033,13,604.06,0,7852.78
TRX-009875,2023-05-30,P-0088,T-006,9,298.09,0,2682.81
TRX-009876,2024-04-12,P-0058,T-029,7,168.62,0,1180.34
TRX-009877,2024-02-03,P-0179,T-024,2,77.95,0,155.90
TRX-009878,2024-09-03,P-0137,T-028,2,510.97,0,1021.94
TRX-009879,2024-09-17,P-0111,T-008,12,138.19,0,1658.28
TRX-009880,2024-06-10,P-0069,T-010,2,515.46,0,1030.92
TRX-009881,2024-05-03,P-0075,T-002,13,711.85,0,9254.05
TRX-009882,2023-03-02,P-0167,T-019,2,148.44,0,296.88
TRX-009883,2023-10-19,P-0081,T-020,5,426.11,0,2130.55
TRX-009884,2024-09-22,P-0191,T-047,8,187.53,23,1155.18
TRX-009885,2023-08-01,P-0179,T-013,9,77.95,0,701.55
TRX-009886,2023-11-05,P-0187,T-038,4,389.42,0,1557.68
TRX-009887,2023-06-09,P-0163,T-021,7,401.08,0,2807.56
TRX-009888,2024-11-11,P-0051,T-043,11,533.16,0,5864.76
TRX-009889,2024-07-06,P-0134,T-004,4,103.31,0,413.24
TRX-009890,2024-04-18,P-0105,T-013,7,800.31,0,5602.17
TRX-009891,2023-07-16,P-0132,T-028,9,520.27,0,4682.43
TRX-009892,2023-03-04,P-0005,T-019,3,750.5,12,1981.32
TRX-009893,2023-09-10,P-0036,T-021,13,611.92,0,7954.96
TRX-009894,2024-07-14,P-0121,T-050,13,791.35,0,10287.55
TRX-009895,2024-01-25,P-0028,T-023,6,247.29,0,1483.74
TRX-009896,2023-08-16,P-0155,T-004,11,452.98,22,3886.57
TRX-009897,2023-06-08,P-0016,T-038,1,362.85,0,362.85
TRX-009898,2023-05-16,P-0191,T-015,9,187.53,0,1687.77
TRX-009899,2023-12-30,P-0184,T-010,10,663.06,26,4906.64
TRX-009900,2024-10-30,P-0024,T-050,5,711.7,0,3558.50
TRX-009901,2024-05-13,P-0037,T-017,1,334.47,0,334.47
TRX-009902,2024-02-17,P-0163,T-010,8,401.08,0,3208.64
TRX-009903,2023-01-10,P-0042,T-013,10,361.75,0,3617.50
TRX-009904,2024-07-30,P-0140,T-004,14,227.19,0,3180.66
TRX-009905,2023-12-14,P-0158,T-026,5,841.94,0,4209.70
TRX-009906,2023-05-17,P-0007,T-025,10,671.75,11,5978.57
TRX-009907,2024-11-03,P-0057,T-029,1,696.75,0,696.75
TRX-009908,2024-03-26,P-0021,T-013,3,517.7,27,1133.76
TRX-009909,2023-02-16,P-0193,T-015,2,299.11,0,598.22
TRX-009910,2023-05-12,P-0112,T-009,4,434.74,0,1738.96
TRX-009911,2023-07-21,P-0159,T-022,10,429.43,0,4294.30
TRX-009912,2024-06-19,P-0085,T-041,3,574.36,0,1723.08
TRX-009913,2024-05-23,P-0058,T-021,2,168.62,0,337.24
TRX-009914,2024-08-06,P-0166,T-045,13,543.7,0,7068.10
TRX-009915,2024-12-04,P-0162,T-019,3,270.66,0,811.98
TRX-009916,2023-11-25,P-0157,T-001,2,349.73,0,699.46
TRX-009917,2024-02-10,P-0190,T-007,8,538.15,0,4305.20
TRX-009918,2023-08-25,P-0094,T-026,12,582.95,0,6995.40
TRX-009919,2024-03-05,P-0008,T-014,3,173.65,0,520.95
TRX-009920,2024-12-02,P-0031,T-044,3,281.57,0,844.71
TRX-009921,2023-07-06,P-0137,T-026,13,510.97,12,5845.50
TRX-009922,2023-04-18,P-0044,T-004,6,175.16,0,1050.96
TRX-009923,2024-05-18,P-0139,T-044,7,165.65,0,1159.55
TRX-009924,2023-10-29,P-0027,T-023,9,263.13,0,2368.17
TRX-009925,2023-01-06,P-0188,T-046,15,628.65,0,9429.75
TRX-009926,2024-02-17,P-0039,T-021,5,342.6,0,1713.00
TRX-009927,2024-05-28,P-0034,T-007,3,846.99,0,2540.97
TRX-009928,2024-05-09,P-0186,T-041,7,313.41,0,2193.87
TRX-009929,2024-05-27,P-0138,T-030,3,564.42,0,1693.26
TRX-009930,2024-03-04,P-0191,T-017,7,187.53,0,1312.71
TRX-009931,2023-02-12,P-0088,T-039,5,298.09,0,1490.45
TRX-009932,2024-08-09,P-0065,T-012,15,529.46,23,6115.26
TRX-009933,2023-12-26,P-0080,T-042,3,436.63,0,1309.89
TRX-009934,2023-07-18,P-0073,T-031,6,279.88,0,1679.28
TRX-009935,2024-05-15,P-0010,T-036,14,413.64,0,5790.96
TRX-009936,2023-01-01,P-0106,T-014,15,794.31,11,10604.04
TRX-009937,2023-06-25,P-0093,T-015,3,765.58,0,2296.74
TRX-009938,2024-06-02,P-0051,T-022,11,533.16,0,5864.76
TRX-009939,2024-07-30,P-0021,T-035,9,517.7,15,3960.41
TRX-009940,2023-02-27,P-0127,T-035,2,241.26,0,482.52
TRX-009941,2023-11-13,P-0115,T-032,4,154.21,0,616.84
TRX-009942,2023-07-14,P-0101,T-017,2,284.4,0,568.80
TRX-009943,2023-02-01,P-0070,T-020,9,520.91,0,4688.19
TRX-009944,2023-11-08,P-0022,T-019,14,121.94,17,1416.94
TRX-009945,2024-03-26,P-0101,T-024,11,284.4,0,3128.40
TRX-009946,2024-07-26,P-0175,T-006,4,52.76,0,211.04
TRX-009947,2024-02-24,P-0176,T-027,10,356.61,0,3566.10
TRX-009948,2024-03-27,P-0079,T-005,5,598.84,0,2994.20
TRX-009949,2023-12-05,P-0116,T-013,14,843.61,0,11810.54
TRX-009950,2023-05-11,P-0051,T-013,9,533.16,0,4798.44
TRX-009951,2023-05-04,P-0074,T-031,3,318.26,0,954.78
TRX-009952,2024-08-14,P-0015,T-043,4,839.97,0,3359.88
TRX-009953,2023-12-30,P-0177,T-014,5,254.46,0,1272.30
TRX-009954,2024-01-14,P-0083,T-024,14,604.06,0,8456.84
TRX-009955,2023-11-06,P-0087,T-015,10,210.97,0,2109.70
TRX-009956,2023-08-22,P-0057,T-005,1,696.75,0,696.75
TRX-009957,2023-05-03,P-0154,T-011,2,316.24,0,632.48
TRX-009958,2023-02-28,P-0051,T-031,15,533.16,0,7997.40
TRX-009959,2023-07-31,P-0013,T-026,5,227.61,0,1138.05
TRX-009960,2023-09-27,P-0089,T-027,7,94.19,0,659.33
TRX-009961,2023-09-01,P-0077,T-020,7,740.59,0,5184.13
TRX-009962,2023-12-15,P-0057,T-028,10,696.75,0,6967.50
TRX-009963,2023-06-25,P-0061,T-005,8,441.59,24,2684.87
TRX-009964,2023-08-27,P-0184,T-010,10,663.06,0,6630.60
TRX-009965,2024-11-01,P-0091,T-032,15,644.97,0,9674.55
TRX-009966,2024-10-11,P-0106,T-042,14,794.31,6,10453.12
TRX-009967,2024-07-27,P-0200,T-003,11,746.15,0,8207.65
TRX-009968,2023-07-30,P-0043,T-020,2,521.14,0,1042.28
TRX-009969,2023-09-11,P-0177,T-023,8,254.46,12,1791.40
TRX-009970,2023-11-01,P-0008,T-022,6,173.65,0,1041.90
TRX-009971,2023-12-15,P-0151,T-049,15,71.31,0,1069.65
TRX-009972,2024-11-08,P-0195,T-029,8,419.81,0,3358.48
TRX-009973,2023-05-11,P-0099,T-019,5,538.89,0,2694.45
TRX-009974,2023-12-14,P-0118,T-013,12,456.92,0,5483.04
TRX-009975,2024-09-14,P-0093,T-015,12,765.58,0,9186.96
TRX-009976,2023-08-20,P-0110,T-027,12,536.34,0,6436.08
TRX-009977,2023-06-19,P-0107,T-049,14,52.88,20,592.26
TRX-009978,2023-10-26,P-0077,T-017,14,740.59,0,10368.26
TRX-009979,2024-05-03,P-0022,T-047,14,121.94,26,1263.30
TRX-009980,2024-10-15,P-0191,T-043,12,187.53,0,2250.36
TRX-009981,2023-04-06,P-0033,T-046,4,707.22,0,2828.88
TRX-009982,2023-05-22,P-0149,T-043,7,444.25,0,3109.75
TRX-009983,2023-06-29,P-0184,T-028,6,663.06,0,3978.36
TRX-009984,2023-07-25,P-0083,T-005,8,604.06,16,4059.28
TRX-009985,2024-07-19,P-0038,T-010,14,390.53,0,5467.42
TRX-009986,2024-04-10,P-0098,T-046,1,348.62,0,348.62
TRX-009987,2024-09-27,P-0095,T-020,7,771.65,0,5401.55
TRX-009988,2024-12-29,P-0007,T-029,10,671.75,0,6717.50
TRX-009989,2023-03-18,P-0137,T-026,14,510.97,0,7153.58
TRX-009990,2023-02-25,P-0016,T-012,1,362.85,0,362.85
TRX-009991,2023-06-11,P-0105,T-033,15,800.31,0,12004.65
TRX-009992,2023-07-05,P-0023,T-001,7,345.99,15,2058.64
TRX-009993,2024-12-21,P-0191,T-047,2,187.53,0,375.06
TRX-009994,2023-02-15,P-0030,T-028,12,483.75,0,5805.00
TRX-009995,2024-11-18,P-0040,T-012,5,105.36,0,526.80
TRX-009996,2023-01-22,P-0109,T-004,12,501.08,17,4990.76
TRX-009997,2023-01-24,P-0114,T-048,5,109.83,0,549.15
TRX-009998,2023-02-01,P-0102,T-019,2,577.31,0,1154.62
TRX-009999,2023-01-09,P-0173,T-026,4,463.76,0,1855.04
TRX-010000,2023-04-11,P-0192,T-024,15,94.68,0,1420.20
TRX-010001,2023-01-19,P-0038,T-007,12,390.53,0,4686.36
TRX-010002,2024-11-13,P-0128,T-016,4,642.57,0,2570.28
TRX-010003,2023-02-13,P-0165,T-024,13,117.74,0,1530.62
TRX-010004,2023-06-20,P-0124,T-029,11,300.81,6,3110.38
TRX-010005,2023-09-10,P-0037,T-009,13,334.47,0,4348.11
TRX-010006,2024-01-06,P-0182,T-002,14,417.62,0,5846.68
TRX-010007,2023-11-02,P-0140,T-050,14,227.19,0,3180.66
TRX-010008,2023-10-01,P-0074,T-049,3,318.26,0,954.78
TRX-010009,2023-10-14,P-0100,T-011,3,253.63,26,563.06
